#Parameters = {wakelength0=10000; L2=0.5; R=4; b=3; sigma_z=0.12; wakelength=100}
#"s / cm"	"Z [Real Part]"
#------------------------
-0.73557012037799	-5.7749908235465e-11
-0.73418112323088	-6.1852928711429e-11
-0.73279212608377	-6.6238768167789e-11
-0.73140312893666	-7.0926287583130e-11
-0.73001413178955	-7.5935560595324e-11
-0.72862513464245	-8.1287948875303e-11
-0.72723613749534	-8.7006181033457e-11
-0.72584714034823	-9.3114436182091e-11
-0.72445814320112	-9.9638433188926e-11
-0.72306914605401	-1.0660552507282e-10
-0.72168014890690	-1.1404479856013e-10
-0.72029115175979	-1.2198717949847e-10
-0.71890215461268	-1.3046554402478e-10
-0.71751315746557	-1.3951483668522e-10
-0.71612416031846	-1.4917219527529e-10
-0.71473516317135	-1.5947708160951e-10
-0.71334616602424	-1.7047142096328e-10
-0.71195716887713	-1.8219975002800e-10
-0.71056817173002	-1.9470937307883e-10
-0.70917917458291	-2.0805052627329e-10
-0.70779017743580	-2.2227655179456e-10
-0.70640118028869	-2.3744408038011e-10
-0.70501218314158	-2.5361322703065e-10
-0.70362318599447	-2.7084779540377e-10
-0.70223418884736	-2.8921549351052e-10
-0.70084519170026	-3.0878816109468e-10
-0.69945619455315	-3.2964201162923e-10
-0.69806719740604	-3.5185788700005e-10
-0.69667820025893	-3.7552152512443e-10
-0.69528920311182	-4.0072384389449e-10
-0.69390020596471	-4.2756123920327e-10
-0.69251120881760	-4.5613589981033e-10
-0.69112221167049	-4.8655614187290e-10
-0.68973321452338	-5.1893675722464e-10
-0.68834421737627	-5.5339938399236e-10
-0.68695522022916	-5.9007289673793e-10
-0.68556622308205	-6.2909381148168e-10
-0.68417722593494	-6.7060672174857e-10
-0.68278822878783	-7.1476474977701e-10
-0.68139923164072	-7.6173003095341e-10
-0.68001023449361	-8.1167421638729e-10
-0.67862123734650	-8.6477900011246e-10
-0.67723224019939	-9.2123668673363e-10
-0.67584324305228	-9.8125077290072e-10
-0.67445424590517	-1.0450365723408e-09
-0.67306524875806	-1.1128218602167e-09
-0.67167625161096	-1.1848475531829e-09
-0.67028725446385	-1.2613684467832e-09
-0.66889825731674	-1.3426539691632e-09
-0.66750926016963	-1.4289889782480e-09
-0.66612026302252	-1.5206746016003e-09
-0.66473126587541	-1.6180291155601e-09
-0.66334226872830	-1.7213888780747e-09
-0.66195327158119	-1.8311092933986e-09
-0.66056427443408	-1.9475658350259e-09
